Topic,Count,Name,Representation,Representative_Docs
661,17,661_myelogenous_biphenotypic_abl1_bcr,"['myelogenous', 'biphenotypic', 'abl1', 'bcr', 'lymphoblastic', 'leukemia', 'childhood', 'hypodiploidy', 'myelodysplastic', 'recurrent']","['Hepatosplenic T-Cell Lymphoma Donor T Cells After Donor Stem Cell Transplant in Treating Patients With Hematologic Malignancies; Conditions: Accelerated Phase Chronic Myelogenous Leukemia, Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities, Adult Acute Myeloid Leukemia With Del(5q), Adult Acute Myeloid Leukemia With Inv(16)(p13;q22), Adult Acute Myeloid Leukemia With t(15;17)(q22;q12), Adult Acute Myeloid Leukemia With t(16;16)(p13;q22), Adult Acute Myeloid Leukemia With t(8;21)(q22;q22), Adult Nasal Type Extranodal NK/T-cell Lymphoma, Anaplastic Large Cell Lymphoma, Angioimmunoblastic T-cell Lymphoma, Blastic Phase Chronic Myelogenous Leukemia, Childhood Burkitt Lymphoma, Childhood Chronic Myelogenous Leukemia, Childhood Diffuse Large Cell Lymphoma, Childhood Immunoblastic Large Cell Lymphoma, Childhood Myelodysplastic Syndromes, Childhood Nasal Type Extranodal NK/T-cell Lymphoma, Chronic Phase Chronic Myelogenous Leukemia, Cutaneous B-cell Non-Hodgkin Lymphoma, de Novo Myelodysplastic Syndromes, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue, Hepatosplenic T-cell Lymphoma, Intraocular Lymphoma, Nodal Marginal Zone B-cell Lymphoma, Noncutaneous Extranodal Lymphoma, Peripheral T-cell Lymphoma, Post-transplant Lymphoproliferative Disorder, Previously Treated Myelodysplastic Syndromes, Recurrent Adult Acute Lymphoblastic Leukemia, Recurrent Adult Acute Myeloid Leukemia, Recurrent Adult Burkitt Lymphoma, Recurrent Adult Diffuse Large Cell Lymphoma, Recurrent Adult Diffuse Mixed Cell Lymphoma, Recurrent Adult Diffuse Small Cleaved Cell Lymphoma, Recurrent Adult Grade III Lymphomatoid Granulomatosis, Recurrent Adult Hodgkin Lymphoma, Recurrent Adult Immunoblastic Large Cell Lymphoma, Recurrent Adult Lymphoblastic Lymphoma, Recurrent Adult T-cell Leukemia/Lymphoma, Recurrent Childhood Acute Lymphoblastic Leukemia, Recurrent Childhood Acute Myeloid Leukemia, Recurrent Childhood Anaplastic Large Cell Lymphoma, Recurrent Childhood Grade III Lymphomatoid Granulomatosis, Recurrent Childhood Large Cell Lymphoma, Recurrent Childhood Lymphoblastic Lymphoma, Recurrent Childhood Small Noncleaved Cell Lymphoma, Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3 Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Recurrent Marginal Zone Lymphoma, Recurrent Mycosis Fungoides/Sezary Syndrome, Recurrent Small Lymphocytic Lymphoma, Recurrent/Refractory Childhood Hodgkin Lymphoma, Refractory Chronic Lymphocytic Leukemia, Refractory Hairy Cell Leukemia, Relapsing Chronic Myelogenous Leukemia, Secondary Myelodysplastic Syndromes, Small Intestine Lymphoma, Splenic Marginal Zone Lymphoma, T-cell Large Granular Lymphocyte Leukemia, Testicular Lymphoma, Waldenström Macroglobulinemia Hepatosplenic T-Cell Lymphoma clinical research Hepatosplenic T-Cell Lymphoma Research', 'Macroglobulinemia De Waldenström Cyclophosphamide for Prevention of Graft-Versus-Host Disease After Allogeneic Peripheral Blood Stem Cell Transplantation in Patients With Hematological Malignancies; Conditions: Accelerated Phase Chronic Myelogenous Leukemia, Adult Acute Lymphoblastic Leukemia in Remission, Adult Acute Megakaryoblastic Leukemia (M7), Adult Acute Myeloid Leukemia in Remission, Adult Erythroleukemia (M6a), Adult Nasal Type Extranodal NK/T-cell Lymphoma, Adult Pure Erythroid Leukemia (M6b), Anaplastic Large Cell Lymphoma, Angioimmunoblastic T-cell Lymphoma, Blastic Phase Chronic Myelogenous Leukemia, Childhood Acute Erythroleukemia (M6), Childhood Acute Lymphoblastic Leukemia in Remission, Childhood Acute Megakaryocytic Leukemia (M7), Childhood Acute Myeloid Leukemia in Remission, Childhood Burkitt Lymphoma, Childhood Chronic Myelogenous Leukemia, Childhood Diffuse Large Cell Lymphoma, Childhood Immunoblastic Large Cell Lymphoma, Childhood Myelodysplastic Syndromes, Childhood Nasal Type Extranodal NK/T-cell Lymphoma, Chronic Myelomonocytic Leukemia, Chronic Phase Chronic Myelogenous Leukemia, Cutaneous B-cell Non-Hodgkin Lymphoma, de Novo Myelodysplastic Syndromes, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue, Hepatosplenic T-cell Lymphoma, Intraocular Lymphoma, Nodal Marginal Zone B-cell Lymphoma, Noncutaneous Extranodal Lymphoma, Peripheral T-cell Lymphoma, Philadelphia Chromosome Negative Chronic Myelogenous Leukemia, Post-transplant Lymphoproliferative Disorder, Previously Treated Myelodysplastic Syndromes, Recurrent Adult Acute Lymphoblastic Leukemia, Recurrent Adult Acute Myeloid Leukemia, Recurrent Adult Burkitt Lymphoma, Recurrent Adult Diffuse Large Cell Lymphoma, Recurrent Adult Diffuse Mixed Cell Lymphoma, Recurrent Adult Diffuse Small Cleaved Cell Lymphoma, Recurrent Adult Grade III Lymphomatoid Granulomatosis, Recurrent Adult Hodgkin Lymphoma, Recurrent Adult Immunoblastic Large Cell Lymphoma, Recurrent Adult Lymphoblastic Lymphoma, Recurrent Adult T-cell Leukemia/Lymphoma, Recurrent Childhood Acute Lymphoblastic Leukemia, Recurrent Childhood Acute Myeloid Leukemia, Recurrent Childhood Anaplastic Large Cell Lymphoma, Recurrent Childhood Grade III Lymphomatoid Granulomatosis, Recurrent Childhood Large Cell Lymphoma, Recurrent Childhood Lymphoblastic Lymphoma, Recurrent Childhood Small Noncleaved Cell Lymphoma, Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3 Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Recurrent Marginal Zone Lymphoma, Recurrent Mycosis Fungoides/Sezary Syndrome, Recurrent Small Lymphocytic Lymphoma, Recurrent/Refractory Childhood Hodgkin Lymphoma, Relapsing Chronic Myelogenous Leukemia, Secondary Acute Myeloid Leukemia, Secondary Myelodysplastic Syndromes, Small Intestine Lymphoma, Splenic Marginal Zone Lymphoma, Stage III Multiple Myeloma, Testicular Lymphoma, Waldenström Macroglobulinemia Macroglobulinemia De Waldenström clinical research Macroglobulinemia De Waldenström Research', 'Acute Biphenotypic Leukemia Imatinib Mesylate in Treating Patients With Advanced Cancer and Liver Dysfunction; Conditions: Accelerated Phase Chronic Myelogenous Leukemia, Acute Undifferentiated Leukemia, AIDS-related Peripheral/Systemic Lymphoma, AIDS-related Primary CNS Lymphoma, Anaplastic Large Cell Lymphoma, Angioimmunoblastic T-cell Lymphoma, Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative, Blastic Phase Chronic Myelogenous Leukemia, Childhood Myelodysplastic Syndromes, Chronic Eosinophilic Leukemia, Chronic Myelogenous Leukemia, BCR-ABL1 Positive, Chronic Myelomonocytic Leukemia, Chronic Neutrophilic Leukemia, Chronic Phase Chronic Myelogenous Leukemia, de Novo Myelodysplastic Syndromes, Essential Thrombocythemia, Extramedullary Plasmacytoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue, Gastrointestinal Stromal Tumor, Intraocular Lymphoma, Isolated Plasmacytoma of Bone, Meningeal Chronic Myelogenous Leukemia, Monoclonal Gammopathy of Undetermined Significance, Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable, Nodal Marginal Zone B-cell Lymphoma, Polycythemia Vera, Previously Treated Myelodysplastic Syndromes, Primary Central Nervous System Non-Hodgkin Lymphoma, Primary Myelofibrosis, Primary Systemic Amyloidosis, Progressive Hairy Cell Leukemia, Initial Treatment, Prolymphocytic Leukemia, Recurrent Adult Acute Lymphoblastic Leukemia, Recurrent Adult Acute Myeloid Leukemia, Recurrent Adult Burkitt Lymphoma, Recurrent Adult Diffuse Large Cell Lymphoma, Recurrent Adult Diffuse Mixed Cell Lymphoma, Recurrent Adult Diffuse Small Cleaved Cell Lymphoma, Recurrent Adult Hodgkin Lymphoma, Recurrent Adult Immunoblastic Large Cell Lymphoma, Recurrent Adult Lymphoblastic Lymphoma, Recurrent Adult T-cell Leukemia/Lymphoma, Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3 Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Recurrent Marginal Zone Lymphoma, Recurrent Mycosis Fungoides/Sezary Syndrome, Recurrent Small Lymphocytic Lymphoma, Refractory Chronic Lymphocytic Leukemia, Refractory Hairy Cell Leukemia, Refractory Multiple Myeloma, Relapsing Chronic Myelogenous Leukemia, Secondary Acute Myeloid Leukemia, Secondary Myelodysplastic Syndromes, Small Intestine Lymphoma, Splenic Marginal Zone Lymphoma, Stage IV Adult Burkitt Lymphoma, Stage IV Adult Diffuse Large Cell Lymphoma, Stage IV Adult Diffuse Mixed Cell Lymphoma, Stage IV Adult Diffuse Small Cleaved Cell Lymphoma, Stage IV Adult Hodgkin Lymphoma, Stage IV Adult Immunoblastic Large Cell Lymphoma, Stage IV Adult Lymphoblastic Lymphoma, Stage IV Adult T-cell Leukemia/Lymphoma, Stage IV Chronic Lymphocytic Leukemia, Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma, Stage IV Grade 1 Follicular Lymphoma, Stage IV Grade 2 Follicular Lymphoma, Stage IV Grade 3 Follicular Lymphoma, Stage IV Mantle Cell Lymphoma, Stage IV Marginal Zone Lymphoma, Stage IV Mycosis Fungoides/Sezary Syndrome, Stage IV Small Lymphocytic Lymphoma, T-cell Large Granular Lymphocyte Leukemia, Unspecified Adult Solid Tumor, Protocol Specific, Untreated Adult Acute Lymphoblastic Leukemia, Untreated Adult Acute Myeloid Leukemia, Untreated Hairy Cell Leukemia, Waldenström Macroglobulinemia Acute Biphenotypic Leukemia clinical research Acute Biphenotypic Leukemia Research']"
662,17,662_thalassemia_beta_sickle_transplantation,"['thalassemia', 'beta', 'sickle', 'transplantation', 'hematopoietic', 'hematologic', 'cord', 'blood', 'stem', 'anemia']","['Beta Thalassemia Cord Blood Transplantation for Sickle Cell Anemia and Thalassemia; Conditions: Hematologic Diseases, Anemia, Sickle Cell, Beta-Thalassemia, Hematopoietic Stem Cell Transplantation Beta Thalassemia clinical research Beta Thalassemia Research', 'Beta Thalassemia Cord Blood Transplantation for Sickle Cell Anemia and Thalassemia; Conditions: Hematologic Diseases, Anemia, Sickle Cell, Beta-Thalassemia, Hematopoietic Stem Cell Transplantation Beta Thalassemia clinical research Beta Thalassemia Research', 'Beta Thalassemia Cord Blood Transplantation for Sickle Cell Anemia and Thalassemia; Conditions: Hematologic Diseases, Anemia, Sickle Cell, Beta-Thalassemia, Hematopoietic Stem Cell Transplantation Beta Thalassemia clinical research Beta Thalassemia Research']"
663,17,663_amelogenesis_imperfecta_osteogenesis_malocclusion,"['amelogenesis', 'imperfecta', 'osteogenesis', 'malocclusion', 'pallidoluysian', 'dentatorubral', 'oi', 'eruption', 'aligners', 'dental']","['Amelogenesis Imperfecta E. Max Laminate Veneers With and Without Using Galla Chinnesis as Natural Cross Linking and Remineralizing Agent; Conditions: Amelogenesis Imperfecta Amelogenesis Imperfecta clinical research Amelogenesis Imperfecta Research', 'Amelogenesis Imperfecta Psycho-social Impact of Amelogenesis and Dentinogenesis Imperfecta; Conditions: Dentinogenesis Imperfecta, Amelogenesis Imperfecta Amelogenesis Imperfecta clinical research Amelogenesis Imperfecta Research', 'Amelogenesis Imperfecta Amelogenesis Imperfecta; Conditions: Amelogenesis Imperfecta Amelogenesis Imperfecta clinical research Amelogenesis Imperfecta Research']"
664,17,664_alport_alpers_thin_dapagliflozin,"['alport', 'alpers', 'thin', 'dapagliflozin', 'eurbio', 'huttenlocher', 'basement', 'hand', 'hematuria', 'radico']","['Alport Syndrome Efficacy and Safety Study to Delay Renal Failure in Children With Alport Syndrome; Conditions: Renal Insufficiency, Chronic Alport Syndrome clinical research Alport Syndrome Research', 'Alport Syndrome Urinary Biomarkers of the Progression of Alport Kidney Disease; Conditions: Alport Syndrome Alport Syndrome clinical research Alport Syndrome Research', 'Alport Syndrome Alport Syndrome Treatments and Outcomes Registry; Conditions: Alport Syndrome Alport Syndrome clinical research Alport Syndrome Research']"
665,17,665_macroglobulinemia_waldenström_lymphoplasmacytic_waldenstrom,"['macroglobulinemia', 'waldenström', 'lymphoplasmacytic', 'waldenstrom', 'de', 'sibling', '8400', 'hyperviscosity', 'carfilzomib', 'ibrutinib']","[""Waldenström Macroglobulinemia Dolastatin 10 in Treating Patients With Indolent Lymphoma, Waldenstrom's Macroglobulinemia, or Chronic Lymphocytic Leukemia; Conditions: Leukemia, Lymphoma Waldenström Macroglobulinemia clinical research Waldenström Macroglobulinemia Research"", ""Waldenström Macroglobulinemia Rituximab in Treating Patients With Waldenstrom's Macroglobulinemia; Conditions: Lymphoma Waldenström Macroglobulinemia clinical research Waldenström Macroglobulinemia Research"", 'Waldenström Macroglobulinemia B-cell Chronic Lymphoid Malignancies Markers; Conditions: Chronic Lymphocytic Leukemia, Marginal Zone Lymphoma, Lymphoplasmacytic Lymphoma/Waldenström Macroglobulinemia, Mantle Cell Lymphoma, Hairy Cell Leukemia, Follicular Lymphoma Waldenström Macroglobulinemia clinical research Waldenström Macroglobulinemia Research']"
666,17,666_eisenmenger_hepatopulmonary_pai_pah,"['eisenmenger', 'hepatopulmonary', 'pai', 'pah', 'arterial', 'sildenafil', 'walk', 'phosphodiesterase', 'bosentan', 'hypertension']","[""Eisenmenger Syndrome Eisenmenger's Syndrome in Adults With CHD; Conditions: Congenital Disorders Eisenmenger Syndrome clinical research Eisenmenger Syndrome Research"", 'Eisenmenger Syndrome Phosphodiesterase-5 Inhibitor in Eisenmenger Syndrome; Conditions: Eisenmenger Syndrome Eisenmenger Syndrome clinical research Eisenmenger Syndrome Research', 'Eisenmenger Syndrome Phosphodiesterase-5 Inhibitor in Eisenmenger Syndrome; Conditions: Eisenmenger Syndrome Eisenmenger Syndrome clinical research Eisenmenger Syndrome Research']"
667,17,667_ebv_lymphoproliferative_ebstein_positive,"['ebv', 'lymphoproliferative', 'ebstein', 'positive', 'barr', 'epstein', 'lymphoepithelial', 'anomaly', 'transplant', 'childhood']","['Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood A Clinical Study of CAR-T Cells Treatment for Children With CD19+/CD22+ R/R ALL and Lymphoma; Conditions: Relapsed B-cell Acute Lymphoblastic Leukemia, Childhood, Refractory B-cell Acute Lymphoblastic Leukemia, Childhood, Relapsed/Refractory B-cell Lymphoma, Childhood Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood clinical research Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood Research', 'Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood Donor Stem Cell Transplant in Treating Patients With Hematologic Cancer or Other Diseases; Conditions: Chronic Myeloproliferative Disorders, Leukemia, Lymphoma, Multiple Myeloma and Plasma Cell Neoplasm, Myelodysplastic Syndromes Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood clinical research Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood Research', 'Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood Combination Chemotherapy in Treating Patients With Recurrent or Refractory Leukemia or Lymphoma; Conditions: Leukemia, Lymphoma Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood clinical research Ebv-Positive T-Cell Lymphoproliferative Disorder Of Childhood Research']"
668,17,668_ebola_hemorrhagic_fever_zebov,"['ebola', 'hemorrhagic', 'fever', 'zebov', 'marburg', 'ad26', 'angioedema', 'cad3', 'vaccines', 'booster']","['Ebola Hemorrhagic Fever Trial to Evaluate Safety and Immunogenicity of an Ebola Zaire Vaccine in Healthy Adults; Conditions: Ebola Virus Disease Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research', 'Ebola Hemorrhagic Fever A Study of a New Vaccine Against Two Types of Ebola; Conditions: Ebola Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research', 'Ebola Hemorrhagic Fever Prophylaxis Vaccine Antibodies Ebola; Conditions: Ebola Virus Disease Ebola Hemorrhagic Fever clinical research Ebola Hemorrhagic Fever Research']"
669,17,669_equine_nile_west_venezuelan,"['equine', 'nile', 'west', 'venezuelan', 'encephalitis', 'eastern', 'western', 'meningoencephalitis', 'oxidative', 'encephalomyelitis']","['West Nile Encephalitis Prospective Investigation of Oxidative Stress in West Nile Virus Infection; Conditions: West Nile Virus, West Nile Fever, West Nile Fever Encephalitis, West Nile Fever Meningitis, West Nile Meningitis, West Nile Virus Meningoencephalitis, West Nile Fever Meningoencephalitis, West Nile Fever With Neurologic Manifestation, Oxidative Stress West Nile Encephalitis clinical research West Nile Encephalitis Research', 'West Nile Encephalitis Prospective Investigation of Oxidative Stress in West Nile Virus Infection; Conditions: West Nile Virus, West Nile Fever, West Nile Fever Encephalitis, West Nile Fever Meningitis, West Nile Meningitis, West Nile Virus Meningoencephalitis, West Nile Fever Meningoencephalitis, West Nile Fever With Neurologic Manifestation, Oxidative Stress West Nile Encephalitis clinical research West Nile Encephalitis Research', 'West Nile Encephalitis Prospective Investigation of Oxidative Stress in West Nile Virus Infection; Conditions: West Nile Virus, West Nile Fever, West Nile Fever Encephalitis, West Nile Fever Meningitis, West Nile Meningitis, West Nile Virus Meningoencephalitis, West Nile Fever Meningoencephalitis, West Nile Fever With Neurologic Manifestation, Oxidative Stress West Nile Encephalitis clinical research West Nile Encephalitis Research']"
670,17,670_attr_wild_amyloidosis_transthyretin,"['attr', 'wild', 'amyloidosis', 'transthyretin', 'attrv122i', 'amyloid', 'ttr', 'cm', 'regurgitation', 'type']","['Wild Type Attr Amyloidosis Exercise Training and Rehabilitation In Cardiac Amyloidosis; Conditions: Cardiac Amyloidosis Wild Type Attr Amyloidosis clinical research Wild Type Attr Amyloidosis Research', 'Wild Type Attr Amyloidosis ATTR Cardiac Amyloidosis in a Selected Population; Conditions: ATTR Amyloidosis Wild Type, ATTR Gene Mutation, Carpal Tunnel Syndrome, Cardiac Amyloidosis Wild Type Attr Amyloidosis clinical research Wild Type Attr Amyloidosis Research', 'Wild Type Attr Amyloidosis Prevalence of Wild Type ATTR; Conditions: Wild-type Transthyretin Amyloidosis Wild Type Attr Amyloidosis clinical research Wild Type Attr Amyloidosis Research']"
671,17,671_tuberous_sclerosis_angiofibroma_tsc2,"['tuberous', 'sclerosis', 'angiofibroma', 'tsc2', 'tsc1', 'sensory', 'ctnnb1', 'sirolimus', 'topical', 'macule']","['Tuberous Sclerosis 2 Dose-Ranging Efficacy and Safety Study of Topical Rapamycin Cream for Facial Angiofibroma Associated With Tuberous Sclerosis Complex; Conditions: Facial Angiofibroma, Tuberous Sclerosis Tuberous Sclerosis 2 clinical research Tuberous Sclerosis 2 Research', 'Tuberous Sclerosis Long-term Trial of Topical Sirolimus to Angiofibroma in Patient With Tuberous Sclerosis Complex; Conditions: Tuberous Sclerosis, Angiofibroma, Hypomelanotic Macule, Plaque Tuberous Sclerosis clinical research Tuberous Sclerosis Research', 'Tuberous Sclerosis 2 Topical Sirolimus Ointment for Cutaneous Angiofibromas in Subjects With Tuberous Sclerosis Complex; Conditions: Angiofibroma of Face, Tuberous Sclerosis Tuberous Sclerosis 2 clinical research Tuberous Sclerosis 2 Research']"
672,17,672_3mc_empty_osa_nose,"['3mc', 'empty', 'osa', 'nose', 'sedation', 'anesthesia', 'complication', 'regarding', 'urology', 'snoring']","['3Mc Syndrome 2 Sedation Complications in Urology During Spinal Anesthesia With Dexmedetomidine or Midazolam Regarding OSA Risk; Conditions: Anesthesia, Anesthesia Complication, Osa Syndrome, Transurethral Resection of Prostate, Sedation Complication, Intraoperative Complications, Snoring, Airway Obstruction 3Mc Syndrome 2 clinical research 3Mc Syndrome 2 Research', '3Mc Syndrome 2 Sedation Complications in Urology During Spinal Anesthesia With Dexmedetomidine or Midazolam Regarding OSA Risk; Conditions: Anesthesia, Anesthesia Complication, Osa Syndrome, Transurethral Resection of Prostate, Sedation Complication, Intraoperative Complications, Snoring, Airway Obstruction 3Mc Syndrome 2 clinical research 3Mc Syndrome 2 Research', '3Mc Syndrome 2 Sedation Complications in Urology During Spinal Anesthesia With Dexmedetomidine or Midazolam Regarding OSA Risk; Conditions: Anesthesia, Anesthesia Complication, Osa Syndrome, Transurethral Resection of Prostate, Sedation Complication, Intraoperative Complications, Snoring, Airway Obstruction 3Mc Syndrome 2 clinical research 3Mc Syndrome 2 Research']"
